Source,Target,Weight,Type
185,201,0.714,Directed
185,740,0.681,Directed
185,355,0.859,Directed
185,164,0.859,Directed
185,978,1.490,Directed
220,987,1.542,Directed
220,352,0.293,Directed
515,1051,1.745,Directed
515,321,0.607,Directed
515,648,1.200,Directed
515,716,0.607,Directed
515,754,0.546,Directed
95,987,0.861,Directed
95,664,1.147,Directed
95,352,0.861,Directed
95,526,0.803,Directed
95,164,0.861,Directed
843,355,0.916,Directed
69,106,1.017,Directed
69,31,0.890,Directed
69,275,0.843,Directed
69,164,0.859,Directed
69,786,1.002,Directed
905,104,1.754,Directed
905,309,0.968,Directed
905,1040,0.469,Directed
905,352,0.585,Directed
905,547,0.554,Directed
905,617,2.264,Directed
905,410,1.042,Directed
905,752,0.490,Directed
905,486,0.585,Directed
16,390,0.188,Directed
16,791,1.188,Directed
16,965,0.170,Directed
135,749,0.253,Directed
135,791,1.578,Directed
135,901,0.167,Directed
890,791,1.342,Directed
890,125,0.376,Directed
890,965,0.502,Directed
890,1094,0.353,Directed
92,321,0.367,Directed
92,791,2.829,Directed
92,547,0.392,Directed
92,901,0.359,Directed
92,1094,0.833,Directed
136,104,0.172,Directed
136,791,0.571,Directed
136,410,1.200,Directed
236,1051,0.330,Directed
236,749,0.339,Directed
236,791,2.026,Directed
236,901,0.201,Directed
119,103,0.222,Directed
119,410,2.174,Directed
119,1032,0.319,Directed
541,392,0.202,Directed
541,1038,0.404,Directed
541,553,0.239,Directed
541,410,1.401,Directed
430,544,0.919,Directed
430,104,0.919,Directed
430,1039,0.937,Directed
430,816,0.901,Directed
430,971,0.955,Directed
430,715,0.955,Directed
430,487,0.955,Directed
430,1063,0.955,Directed
1105,392,0.860,Directed
1105,954,0.846,Directed
1105,28,0.917,Directed
1105,594,1.633,Directed
1105,77,0.917,Directed
1105,1094,0.774,Directed
1105,301,0.846,Directed
1105,809,0.860,Directed
240,392,0.677,Directed
240,413,0.568,Directed
240,594,2.467,Directed
240,1094,0.617,Directed
240,484,1.234,Directed
240,282,0.627,Directed
240,809,0.568,Directed
34,1039,0.695,Directed
34,1038,0.789,Directed
34,413,0.682,Directed
34,28,0.749,Directed
34,594,2.110,Directed
34,530,0.749,Directed
34,77,0.842,Directed
34,971,0.749,Directed
34,617,0.722,Directed
34,1094,0.709,Directed
34,484,0.722,Directed
34,803,1.096,Directed
406,25,0.724,Directed
406,803,1.115,Directed
241,25,0.912,Directed
241,299,0.484,Directed
241,803,1.048,Directed
277,228,0.756,Directed
277,748,0.545,Directed
277,28,0.756,Directed
277,25,2.710,Directed
277,547,0.681,Directed
277,608,0.533,Directed
277,299,0.719,Directed
420,28,0.834,Directed
420,25,0.834,Directed
607,25,0.564,Directed
607,803,1.186,Directed
283,25,0.654,Directed
283,803,1.147,Directed
944,28,0.470,Directed
944,25,1.289,Directed
944,547,0.376,Directed
944,520,0.458,Directed
944,803,2.109,Directed
35,25,0.628,Directed
35,803,1.186,Directed
247,413,0.185,Directed
247,25,0.890,Directed
247,803,1.551,Directed
475,104,0.697,Directed
475,547,0.642,Directed
475,293,1.324,Directed
795,382,0.825,Directed
795,937,0.557,Directed
795,520,0.664,Directed
795,668,2.061,Directed
795,303,0.790,Directed
795,754,0.861,Directed
795,486,0.807,Directed
787,309,0.742,Directed
787,740,0.252,Directed
787,1039,0.270,Directed
787,486,0.270,Directed
787,925,1.362,Directed
409,1007,0.846,Directed
409,321,0.437,Directed
409,311,0.417,Directed
409,355,0.376,Directed
409,480,2.844,Directed
409,1094,0.901,Directed
861,949,1.064,Directed
861,1058,0.118,Directed
873,392,0.712,Directed
873,121,2.606,Directed
873,549,0.689,Directed
873,1040,0.633,Directed
873,1077,0.576,Directed
873,809,0.509,Directed
724,392,0.628,Directed
724,121,2.856,Directed
724,549,0.639,Directed
724,1040,0.570,Directed
724,1077,0.512,Directed
724,486,0.512,Directed
230,228,1.152,Directed
230,200,1.095,Directed
230,25,0.913,Directed
230,557,0.560,Directed
891,932,0.531,Directed
891,200,1.279,Directed
891,25,1.279,Directed
891,557,0.656,Directed
574,392,0.657,Directed
574,309,2.848,Directed
574,468,0.786,Directed
574,806,0.727,Directed
574,954,1.009,Directed
574,443,0.657,Directed
574,164,0.716,Directed
574,613,0.610,Directed
574,1097,1.383,Directed
574,754,0.657,Directed
574,486,0.669,Directed
618,662,0.614,Directed
618,1037,1.199,Directed
618,524,0.750,Directed
618,167,1.906,Directed
618,302,0.586,Directed
618,507,0.614,Directed
74,1041,1.085,Directed
74,639,0.911,Directed
74,634,0.911,Directed
74,932,0.853,Directed
74,164,0.833,Directed
74,486,1.085,Directed
74,786,0.853,Directed
950,390,0.322,Directed
950,932,0.065,Directed
950,954,0.081,Directed
950,835,0.057,Directed
950,901,0.064,Directed
950,648,0.081,Directed
950,233,0.081,Directed
950,754,0.078,Directed
950,484,0.056,Directed
614,468,0.131,Directed
614,639,0.094,Directed
614,932,0.096,Directed
614,839,0.100,Directed
614,480,0.084,Directed
614,161,0.055,Directed
614,164,0.094,Directed
614,272,0.102,Directed
614,671,0.094,Directed
614,484,0.102,Directed
333,112,0.096,Directed
333,639,0.094,Directed
333,835,0.096,Directed
333,164,0.094,Directed
333,272,0.100,Directed
333,1077,0.091,Directed
333,754,0.100,Directed
333,252,0.096,Directed
333,809,0.091,Directed
333,778,0.096,Directed
911,982,0.061,Directed
911,318,0.058,Directed
911,382,0.052,Directed
911,31,0.050,Directed
911,303,0.411,Directed
911,486,0.064,Directed
911,809,0.053,Directed
911,778,0.052,Directed
1019,318,0.118,Directed
1019,164,0.112,Directed
1019,303,0.474,Directed
1019,486,0.134,Directed
1019,809,0.112,Directed
960,288,0.065,Directed
960,935,0.052,Directed
960,77,0.064,Directed
960,665,0.132,Directed
960,1097,0.190,Directed
960,671,0.119,Directed
948,128,0.072,Directed
948,121,0.091,Directed
948,228,0.163,Directed
948,567,0.074,Directed
948,935,0.081,Directed
948,233,0.091,Directed
948,665,0.193,Directed
948,303,0.080,Directed
948,486,0.072,Directed
362,567,0.361,Directed
362,932,0.095,Directed
362,671,0.058,Directed
362,754,0.054,Directed
362,786,0.059,Directed
215,128,0.068,Directed
215,567,0.159,Directed
215,932,0.073,Directed
215,530,0.063,Directed
215,164,0.067,Directed
215,493,0.068,Directed
215,715,0.087,Directed
215,671,0.092,Directed
215,484,0.064,Directed
215,487,0.064,Directed
215,486,0.068,Directed
215,786,0.092,Directed
703,664,0.217,Directed
703,663,0.518,Directed
703,935,0.153,Directed
703,164,0.071,Directed
729,121,0.103,Directed
729,309,0.101,Directed
729,70,0.101,Directed
729,524,0.101,Directed
729,493,0.117,Directed
729,1095,0.103,Directed
729,786,0.117,Directed
729,507,0.101,Directed
729,973,0.101,Directed
947,121,0.370,Directed
947,228,0.172,Directed
947,932,0.192,Directed
947,487,0.092,Directed
947,786,0.109,Directed
149,111,0.654,Directed
149,671,0.106,Directed
85,862,0.105,Directed
85,835,0.119,Directed
85,671,0.599,Directed
85,486,0.125,Directed
1015,111,0.579,Directed
1015,480,0.054,Directed
1015,671,0.217,Directed
675,683,0.059,Directed
675,757,0.067,Directed
675,932,0.067,Directed
675,901,0.059,Directed
675,77,0.060,Directed
675,233,0.078,Directed
675,272,0.071,Directed
675,279,0.210,Directed
675,493,0.078,Directed
675,715,0.071,Directed
675,12,0.147,Directed
794,480,0.307,Directed
794,648,0.099,Directed
794,1093,0.089,Directed
794,1094,0.077,Directed
794,804,0.064,Directed
59,321,0.146,Directed
59,937,0.130,Directed
59,928,0.521,Directed
59,620,0.138,Directed
344,321,0.160,Directed
344,318,0.163,Directed
344,928,0.594,Directed
387,748,0.059,Directed
387,321,0.065,Directed
387,937,0.085,Directed
387,928,0.233,Directed
387,547,0.058,Directed
387,887,0.365,Directed
387,620,0.062,Directed
208,913,0.617,Directed
208,3,0.090,Directed
676,913,0.146,Directed
676,1058,0.413,Directed
676,657,0.066,Directed
834,419,0.271,Directed
834,524,0.130,Directed
834,164,0.122,Directed
834,965,0.156,Directed
834,1093,0.122,Directed
834,925,0.125,Directed
552,990,0.516,Directed
552,935,0.107,Directed
552,477,0.058,Directed
552,587,0.177,Directed
552,293,0.064,Directed
573,1040,0.068,Directed
573,1039,0.079,Directed
573,382,0.071,Directed
573,547,0.070,Directed
573,668,0.355,Directed
573,710,0.105,Directed
573,754,0.071,Directed
573,487,0.052,Directed
573,486,0.071,Directed
583,544,0.141,Directed
583,426,0.128,Directed
583,648,0.136,Directed
583,615,0.084,Directed
583,752,0.321,Directed
583,252,0.128,Directed
995,813,0.056,Directed
995,352,0.059,Directed
995,464,0.052,Directed
995,752,0.620,Directed
895,309,0.210,Directed
895,835,0.242,Directed
895,587,0.242,Directed
895,490,0.210,Directed
245,1051,0.079,Directed
245,749,0.209,Directed
245,385,0.050,Directed
245,791,0.258,Directed
245,125,0.089,Directed
245,901,0.098,Directed
245,992,0.051,Directed
255,749,0.241,Directed
255,3,0.275,Directed
255,927,0.100,Directed
255,1094,0.290,Directed
956,104,0.067,Directed
956,162,0.680,Directed
956,967,0.075,Directed
956,804,0.071,Directed
956,809,0.074,Directed
543,1051,0.065,Directed
543,553,0.639,Directed
1014,553,0.663,Directed
1014,297,0.145,Directed
1014,1094,0.125,Directed
357,162,0.444,Directed
357,967,0.079,Directed
357,493,0.076,Directed
357,464,0.051,Directed
595,664,0.149,Directed
595,982,0.054,Directed
595,382,0.089,Directed
595,667,0.233,Directed
595,665,0.059,Directed
53,382,0.738,Directed
53,301,0.166,Directed
258,128,0.120,Directed
258,382,0.477,Directed
258,937,0.058,Directed
258,355,0.059,Directed
258,620,0.066,Directed
258,301,0.071,Directed
258,303,0.058,Directed
258,487,0.058,Directed
670,662,0.317,Directed
670,634,0.093,Directed
670,233,0.104,Directed
670,486,0.117,Directed
670,6,0.315,Directed
64,544,0.426,Directed
64,200,0.240,Directed
64,303,0.240,Directed
550,544,0.229,Directed
550,321,0.089,Directed
550,932,0.087,Directed
550,200,0.127,Directed
550,90,0.098,Directed
550,233,0.103,Directed
550,303,0.127,Directed
550,507,0.096,Directed
853,77,0.818,Directed
39,112,0.107,Directed
39,309,0.096,Directed
39,862,0.393,Directed
39,620,0.083,Directed
39,237,0.109,Directed
39,674,0.081,Directed
39,487,0.084,Directed
660,106,0.067,Directed
660,164,0.070,Directed
660,557,0.064,Directed
660,301,0.064,Directed
660,303,0.481,Directed
660,486,0.084,Directed
660,809,0.066,Directed
660,778,0.068,Directed
88,295,0.381,Directed
88,932,0.272,Directed
88,487,0.115,Directed
88,786,0.165,Directed
725,786,0.639,Directed
1035,318,0.105,Directed
1035,125,0.105,Directed
1035,90,0.208,Directed
1035,971,0.109,Directed
1035,972,0.107,Directed
1035,677,0.109,Directed
1035,557,0.101,Directed
1035,1063,0.103,Directed
531,33,0.580,Directed
531,164,0.316,Directed
999,295,0.469,Directed
999,524,0.118,Directed
999,297,0.116,Directed
999,786,0.113,Directed
999,978,0.121,Directed
451,390,0.132,Directed
451,446,0.096,Directed
451,791,0.089,Directed
451,648,0.062,Directed
451,965,0.066,Directed
451,3,0.067,Directed
808,390,0.089,Directed
808,446,0.413,Directed
808,634,0.077,Directed
808,932,0.074,Directed
808,352,0.074,Directed
808,164,0.077,Directed
808,1093,0.074,Directed
808,754,0.086,Directed
702,390,0.097,Directed
702,757,0.104,Directed
702,385,0.111,Directed
702,648,0.097,Directed
702,493,0.217,Directed
702,1094,0.210,Directed
702,786,0.109,Directed
780,228,0.140,Directed
780,1041,0.125,Directed
780,1036,0.140,Directed
780,321,0.127,Directed
780,524,0.120,Directed
780,161,0.120,Directed
780,1094,0.168,Directed
497,816,0.094,Directed
497,757,0.105,Directed
497,932,0.081,Directed
497,70,0.118,Directed
497,972,0.102,Directed
497,1077,0.105,Directed
497,557,0.105,Directed
497,671,0.120,Directed
497,754,0.120,Directed
496,228,0.383,Directed
496,1097,0.401,Directed
627,233,0.305,Directed
627,293,0.541,Directed
1088,309,0.189,Directed
1088,743,0.377,Directed
1088,1039,0.176,Directed
1088,167,0.191,Directed
958,468,0.207,Directed
958,813,0.113,Directed
958,237,0.090,Directed
958,615,0.217,Directed
958,297,0.104,Directed
958,301,0.110,Directed
958,809,0.117,Directed
254,915,0.631,Directed
254,1039,0.062,Directed
254,318,0.061,Directed
254,862,0.051,Directed
254,932,0.050,Directed
254,547,0.054,Directed
254,613,0.060,Directed
818,691,0.080,Directed
818,828,0.053,Directed
818,617,0.091,Directed
818,752,0.165,Directed
818,710,0.166,Directed
818,6,0.113,Directed
224,544,0.053,Directed
224,1039,0.054,Directed
224,634,0.060,Directed
224,691,0.077,Directed
224,928,0.125,Directed
224,828,0.062,Directed
224,901,0.061,Directed
224,620,0.055,Directed
224,608,0.059,Directed
224,493,0.055,Directed
224,464,0.053,Directed
224,301,0.116,Directed
224,710,0.110,Directed
183,1039,0.068,Directed
183,321,0.062,Directed
183,935,0.065,Directed
183,928,0.158,Directed
183,620,0.058,Directed
183,927,0.060,Directed
183,464,0.439,Directed
183,487,0.058,Directed
991,1039,0.119,Directed
991,691,0.119,Directed
991,935,0.107,Directed
991,928,0.260,Directed
991,464,0.334,Directed
179,104,0.373,Directed
179,164,0.177,Directed
179,666,0.169,Directed
179,507,0.185,Directed
436,742,0.066,Directed
436,933,0.551,Directed
436,954,0.060,Directed
436,557,0.070,Directed
190,933,0.660,Directed
190,164,0.063,Directed
190,613,0.054,Directed
190,557,0.056,Directed
655,134,0.797,Directed
655,3,0.097,Directed
22,134,0.925,Directed
931,134,0.845,Directed
931,3,0.058,Directed
232,134,0.969,Directed
714,134,0.760,Directed
714,828,0.100,Directed
826,134,0.876,Directed
1005,134,0.622,Directed
907,392,0.054,Directed
907,828,0.056,Directed
907,335,0.129,Directed
907,668,0.388,Directed
907,303,0.185,Directed
907,804,0.056,Directed
463,164,0.397,Directed
463,786,0.389,Directed
1060,664,0.130,Directed
1060,598,0.121,Directed
1060,932,0.093,Directed
1060,524,0.106,Directed
1060,443,0.119,Directed
1060,477,0.097,Directed
1060,164,0.078,Directed
1060,301,0.097,Directed
1060,302,0.108,Directed
686,598,0.519,Directed
686,318,0.117,Directed
686,524,0.162,Directed
686,443,0.133,Directed
1073,662,0.591,Directed
1073,992,0.069,Directed
1073,967,0.070,Directed
367,446,0.052,Directed
367,662,0.602,Directed
367,992,0.064,Directed
367,164,0.052,Directed
367,967,0.066,Directed
367,786,0.053,Directed
367,809,0.054,Directed
846,662,0.603,Directed
846,594,0.055,Directed
832,524,0.220,Directed
832,355,0.210,Directed
832,164,0.244,Directed
832,484,0.205,Directed
434,201,0.088,Directed
434,1036,0.102,Directed
434,816,0.086,Directed
434,399,0.095,Directed
434,385,0.102,Directed
434,164,0.093,Directed
434,335,0.104,Directed
434,1094,0.086,Directed
434,301,0.197,Directed
248,413,0.059,Directed
248,483,0.599,Directed
248,477,0.054,Directed
248,965,0.058,Directed
248,486,0.056,Directed
248,6,0.054,Directed
535,483,0.745,Directed
678,567,0.055,Directed
678,1036,0.050,Directed
678,982,0.050,Directed
678,385,0.050,Directed
678,233,0.050,Directed
678,557,0.110,Directed
678,1094,0.055,Directed
678,303,0.435,Directed
678,804,0.055,Directed
678,252,0.062,Directed
278,662,0.143,Directed
278,952,0.133,Directed
278,587,0.160,Directed
278,303,0.156,Directed
278,252,0.316,Directed
129,637,0.710,Directed
129,935,0.140,Directed
129,164,0.056,Directed
202,672,0.600,Directed
784,295,0.094,Directed
784,935,0.106,Directed
784,161,0.275,Directed
784,1077,0.094,Directed
784,557,0.184,Directed
784,754,0.106,Directed
784,252,0.092,Directed
456,392,0.091,Directed
456,23,0.112,Directed
456,524,0.124,Directed
456,526,0.215,Directed
456,164,0.091,Directed
456,233,0.112,Directed
456,665,0.199,Directed
113,757,0.313,Directed
113,932,0.214,Directed
113,971,0.115,Directed
113,487,0.095,Directed
113,486,0.089,Directed
113,786,0.125,Directed
605,446,0.064,Directed
605,112,0.275,Directed
605,468,0.210,Directed
605,1094,0.064,Directed
30,779,0.849,Directed
163,779,0.829,Directed
163,1095,0.097,Directed
143,394,0.749,Directed
143,715,0.092,Directed
143,252,0.094,Directed
692,567,0.143,Directed
692,1039,0.058,Directed
692,321,0.072,Directed
692,318,0.086,Directed
692,648,0.076,Directed
692,972,0.157,Directed
692,297,0.295,Directed
692,1094,0.063,Directed
836,394,0.624,Directed
836,937,0.073,Directed
836,493,0.104,Directed
188,749,0.201,Directed
188,311,0.184,Directed
188,385,0.053,Directed
188,125,0.053,Directed
188,901,0.098,Directed
188,3,0.073,Directed
188,1094,0.070,Directed
141,954,0.137,Directed
141,443,0.379,Directed
141,164,0.125,Directed
141,613,0.089,Directed
141,487,0.101,Directed
141,786,0.119,Directed
575,664,0.363,Directed
575,743,0.222,Directed
575,932,0.067,Directed
575,443,0.055,Directed
575,620,0.057,Directed
575,648,0.055,Directed
575,233,0.079,Directed
575,252,0.068,Directed
1052,664,0.264,Directed
1052,743,0.459,Directed
1052,164,0.188,Directed
681,664,0.366,Directed
681,743,0.234,Directed
681,932,0.071,Directed
681,620,0.060,Directed
681,992,0.069,Directed
681,233,0.082,Directed
681,252,0.071,Directed
345,355,0.111,Directed
345,443,0.468,Directed
345,164,0.123,Directed
345,491,0.128,Directed
345,786,0.109,Directed
558,598,0.547,Directed
558,932,0.060,Directed
558,524,0.061,Directed
558,620,0.051,Directed
558,164,0.071,Directed
558,233,0.071,Directed
558,301,0.052,Directed
558,252,0.059,Directed
235,710,0.701,Directed
976,106,0.111,Directed
976,298,0.357,Directed
976,886,0.104,Directed
976,164,0.107,Directed
976,613,0.130,Directed
976,978,0.133,Directed
494,396,0.719,Directed
494,477,0.184,Directed
781,662,0.159,Directed
781,816,0.239,Directed
781,937,0.091,Directed
781,668,0.332,Directed
781,804,0.086,Directed
735,106,0.590,Directed
735,634,0.096,Directed
735,31,0.107,Directed
735,164,0.073,Directed
735,608,0.086,Directed
402,228,0.059,Directed
402,664,0.087,Directed
402,106,0.606,Directed
402,634,0.054,Directed
402,346,0.050,Directed
402,31,0.062,Directed
402,677,0.056,Directed
49,228,0.051,Directed
49,112,0.056,Directed
49,106,0.547,Directed
49,31,0.143,Directed
292,664,0.190,Directed
292,106,0.106,Directed
292,598,0.110,Directed
292,932,0.053,Directed
292,346,0.120,Directed
292,31,0.057,Directed
292,233,0.064,Directed
292,666,0.060,Directed
292,557,0.120,Directed
292,301,0.057,Directed
680,106,0.622,Directed
680,164,0.083,Directed
680,608,0.110,Directed
680,677,0.125,Directed
591,952,0.640,Directed
320,350,0.802,Directed
851,778,0.689,Directed
334,664,0.129,Directed
334,1039,0.114,Directed
334,524,0.129,Directed
334,164,0.091,Directed
334,666,0.124,Directed
334,557,0.232,Directed
334,301,0.116,Directed
908,664,0.584,Directed
908,567,0.233,Directed
908,164,0.109,Directed
852,318,0.054,Directed
852,932,0.054,Directed
852,524,0.055,Directed
852,31,0.057,Directed
852,164,0.056,Directed
852,233,0.064,Directed
852,279,0.575,Directed
852,715,0.056,Directed
636,355,0.146,Directed
636,164,0.159,Directed
636,272,0.163,Directed
636,493,0.163,Directed
636,786,0.143,Directed
636,778,0.146,Directed
263,932,0.223,Directed
263,279,0.201,Directed
263,804,0.112,Directed
263,786,0.136,Directed
263,778,0.269,Directed
99,446,0.080,Directed
99,988,0.379,Directed
99,615,0.226,Directed
492,742,0.107,Directed
492,399,0.051,Directed
492,988,0.755,Directed
492,233,0.056,Directed
516,663,0.582,Directed
516,161,0.197,Directed
516,493,0.083,Directed
516,1094,0.087,Directed
833,295,0.530,Directed
833,186,0.181,Directed
833,477,0.193,Directed
284,990,0.123,Directed
284,954,0.284,Directed
284,167,0.325,Directed
284,587,0.069,Directed
313,31,0.687,Directed
313,778,0.219,Directed
919,186,0.564,Directed
919,970,0.277,Directed
331,483,0.273,Directed
331,970,0.482,Directed
147,193,0.050,Directed
147,483,0.257,Directed
147,970,0.434,Directed
1008,748,0.105,Directed
1008,1039,0.094,Directed
1008,321,0.099,Directed
1008,940,0.099,Directed
1008,186,0.429,Directed
1008,530,0.121,Directed
604,228,0.394,Directed
604,349,0.394,Directed
450,31,0.890,Directed
694,743,0.060,Directed
694,1039,0.051,Directed
694,547,0.053,Directed
694,233,0.054,Directed
694,665,0.065,Directed
694,617,0.056,Directed
694,1096,0.583,Directed
756,748,0.093,Directed
756,1096,0.703,Directed
187,683,0.211,Directed
187,982,0.678,Directed
41,662,0.219,Directed
41,1040,0.089,Directed
41,1039,0.098,Directed
41,117,0.157,Directed
41,193,0.106,Directed
41,839,0.077,Directed
41,301,0.059,Directed
41,710,0.077,Directed
41,487,0.077,Directed
713,553,0.591,Directed
713,710,0.156,Directed
556,757,0.138,Directed
556,90,0.661,Directed
556,971,0.132,Directed
84,112,0.286,Directed
84,13,0.346,Directed
523,107,0.758,Directed
287,1040,0.103,Directed
287,33,0.839,Directed
603,228,0.064,Directed
603,1045,0.744,Directed
154,1045,0.886,Directed
154,297,0.072,Directed
943,927,0.266,Directed
943,410,0.297,Directed
943,677,0.285,Directed
189,288,0.058,Directed
189,639,0.849,Directed
189,164,0.058,Directed
768,128,0.475,Directed
768,748,0.094,Directed
768,302,0.169,Directed
768,804,0.173,Directed
221,547,0.257,Directed
221,617,0.298,Directed
221,303,0.298,Directed
621,939,0.063,Directed
621,1077,0.053,Directed
621,303,0.066,Directed
621,93,0.539,Directed
621,252,0.055,Directed
621,809,0.055,Directed
256,937,0.069,Directed
256,631,0.718,Directed
256,520,0.050,Directed
256,487,0.054,Directed
397,31,0.101,Directed
397,164,0.090,Directed
397,666,0.079,Directed
397,609,0.594,Directed
397,786,0.095,Directed
442,31,0.056,Directed
442,665,0.052,Directed
442,609,0.531,Directed
442,786,0.052,Directed
517,862,0.201,Directed
517,937,0.106,Directed
517,967,0.100,Directed
517,668,0.485,Directed
1087,395,0.349,Directed
1087,567,0.463,Directed
1087,932,0.054,Directed
1087,901,0.051,Directed
1087,490,0.059,Directed
562,395,0.100,Directed
562,567,0.214,Directed
562,1051,0.135,Directed
562,32,0.344,Directed
562,233,0.052,Directed
114,932,0.186,Directed
114,524,0.268,Directed
114,164,0.229,Directed
114,156,0.212,Directed
773,385,0.066,Directed
773,813,0.059,Directed
773,164,0.060,Directed
773,233,0.069,Directed
773,665,0.163,Directed
773,616,0.487,Directed
773,1094,0.054,Directed
687,917,0.665,Directed
687,524,0.076,Directed
687,161,0.220,Directed
759,1041,0.761,Directed
759,355,0.051,Directed
759,164,0.054,Directed
759,613,0.057,Directed
206,1041,0.456,Directed
206,164,0.146,Directed
206,613,0.152,Directed
206,978,0.165,Directed
244,742,0.398,Directed
244,524,0.398,Directed
400,1041,0.106,Directed
400,862,0.421,Directed
400,524,0.112,Directed
400,31,0.104,Directed
400,90,0.106,Directed
400,301,0.100,Directed
391,664,0.058,Directed
391,748,0.133,Directed
391,1039,0.055,Directed
391,352,0.056,Directed
391,954,0.614,Directed
391,520,0.053,Directed
62,748,0.119,Directed
62,954,0.605,Directed
62,520,0.050,Directed
62,557,0.051,Directed
522,748,0.114,Directed
522,937,0.057,Directed
522,954,0.582,Directed
522,25,0.050,Directed
563,266,0.702,Directed
1002,106,0.134,Directed
1002,524,0.120,Directed
1002,886,0.335,Directed
1002,557,0.239,Directed
1002,301,0.113,Directed
1067,106,0.056,Directed
1067,748,0.073,Directed
1067,1039,0.070,Directed
1067,1038,0.162,Directed
1067,413,0.062,Directed
1067,31,0.058,Directed
1067,28,0.081,Directed
1067,520,0.071,Directed
1067,164,0.056,Directed
1067,608,0.056,Directed
1067,927,0.057,Directed
1067,487,0.054,Directed
1067,786,0.069,Directed
196,413,0.167,Directed
196,547,0.182,Directed
196,275,0.182,Directed
196,927,0.215,Directed
196,557,0.163,Directed
893,399,0.402,Directed
893,786,0.402,Directed
15,201,0.262,Directed
15,816,0.081,Directed
15,862,0.267,Directed
15,939,0.092,Directed
15,167,0.090,Directed
15,410,0.081,Directed
15,710,0.082,Directed
793,549,0.094,Directed
793,468,0.307,Directed
793,32,0.088,Directed
793,385,0.101,Directed
793,233,0.092,Directed
793,279,0.092,Directed
793,297,0.088,Directed
793,1094,0.074,Directed
761,637,0.307,Directed
761,524,0.061,Directed
761,355,0.063,Directed
761,90,0.061,Directed
761,526,0.062,Directed
761,615,0.190,Directed
761,786,0.059,Directed
761,507,0.068,Directed
761,12,0.062,Directed
81,544,0.070,Directed
81,321,0.058,Directed
81,524,0.060,Directed
81,346,0.123,Directed
81,31,0.123,Directed
81,840,0.060,Directed
81,164,0.060,Directed
81,507,0.410,Directed
923,164,0.644,Directed
98,346,0.406,Directed
98,992,0.141,Directed
98,164,0.135,Directed
98,557,0.122,Directed
98,252,0.130,Directed
765,567,0.074,Directed
765,742,0.077,Directed
765,318,0.073,Directed
765,399,0.073,Directed
765,940,0.073,Directed
765,385,0.071,Directed
765,813,0.074,Directed
765,346,0.149,Directed
765,840,0.074,Directed
765,164,0.074,Directed
765,613,0.077,Directed
765,1094,0.073,Directed
964,193,0.634,Directed
19,915,0.877,Directed
45,915,0.791,Directed
597,349,0.052,Directed
597,156,0.348,Directed
597,710,0.176,Directed
1049,598,0.105,Directed
1049,738,0.187,Directed
1049,1040,0.088,Directed
1049,1039,0.105,Directed
1049,524,0.091,Directed
1049,193,0.110,Directed
1049,828,0.090,Directed
1049,992,0.088,Directed
1049,164,0.091,Directed
435,933,0.239,Directed
435,524,0.204,Directed
435,587,0.239,Directed
435,490,0.213,Directed
261,940,0.243,Directed
261,524,0.134,Directed
261,227,0.114,Directed
261,164,0.109,Directed
261,1097,0.343,Directed
745,1039,0.095,Directed
745,321,0.114,Directed
745,937,0.122,Directed
745,928,0.391,Directed
745,520,0.107,Directed
745,620,0.109,Directed
910,748,0.154,Directed
910,1040,0.074,Directed
910,1039,0.097,Directed
910,631,0.483,Directed
910,1077,0.072,Directed
910,252,0.077,Directed
68,13,0.536,Directed
68,615,0.051,Directed
728,982,0.065,Directed
728,13,0.366,Directed
728,988,0.171,Directed
728,615,0.091,Directed
728,804,0.051,Directed
257,201,0.070,Directed
257,982,0.053,Directed
257,813,0.063,Directed
257,524,0.058,Directed
257,13,0.563,Directed
257,164,0.056,Directed
257,233,0.056,Directed
87,567,0.170,Directed
87,1051,0.153,Directed
87,757,0.086,Directed
87,940,0.057,Directed
87,355,0.052,Directed
87,901,0.057,Directed
87,161,0.403,Directed
253,983,0.224,Directed
253,1094,0.467,Directed
253,301,0.224,Directed
226,1039,0.283,Directed
226,275,0.271,Directed
226,710,0.289,Directed
539,638,0.583,Directed
539,269,0.131,Directed
1029,446,0.058,Directed
1029,104,0.101,Directed
1029,638,0.712,Directed
760,638,0.231,Directed
760,269,0.528,Directed
474,104,0.063,Directed
474,638,0.367,Directed
474,269,0.440,Directed
205,638,0.649,Directed
205,587,0.139,Directed
205,804,0.051,Directed
1082,443,0.059,Directed
1082,164,0.063,Directed
1082,613,0.059,Directed
1082,340,0.568,Directed
319,164,0.189,Directed
319,613,0.176,Directed
319,978,0.099,Directed
319,340,0.457,Directed
459,443,0.093,Directed
459,164,0.098,Directed
459,613,0.091,Directed
459,340,0.669,Directed
110,401,0.339,Directed
110,321,0.053,Directed
110,691,0.053,Directed
110,27,0.198,Directed
110,901,0.055,Directed
110,161,0.126,Directed
110,608,0.052,Directed
110,1094,0.098,Directed
755,93,0.715,Directed
969,477,0.397,Directed
969,971,0.389,Directed
20,486,0.052,Directed
20,6,0.057,Directed
20,975,0.865,Directed
184,1039,0.276,Directed
184,710,0.289,Directed
184,487,0.276,Directed
922,419,0.177,Directed
922,1037,0.173,Directed
922,524,0.201,Directed
922,1096,0.350,Directed
569,637,0.332,Directed
569,164,0.246,Directed
569,237,0.271,Directed
538,346,0.107,Directed
538,164,0.131,Directed
